scholarship_id,scheme_name,provider,min_age,max_age,max_income,category,education_level,benefit_amount,deadline_date,application_link,documents_required,state,priority_score
2027,Women Empowerment Scholarship 2027,State Govt,10,34,100000.0,General,School,79047,2026-04-07,https://scholarships.gov.in/scheme/2027,Bank Details; Marksheet; Caste Certificate; Aadhaar,Tamil Nadu,0.383
2028,Education Support Scholarship 2028,Central Govt,12,15,100000.0,All,PG,19257,2026-06-22,https://scholarships.gov.in/scheme/2028,Income Certificate; Aadhaar,All India,0.082
2029,Post Matric Scholarship 2029,Private Trust,14,19,250000.0,SC,School,60718,2026-08-17,https://scholarships.gov.in/scheme/2029,Caste Certificate; Income Certificate; Aadhaar; Marksheet,Tamil Nadu,0.246
2030,Education Support Scholarship 2030,Central Govt,15,26,100000.0,All,PG,7382,2026-04-26,https://scholarships.gov.in/scheme/2030,Marksheet; Caste Certificate; Bank Details,Karnataka,0.046
2031,Pre Matric Scholarship 2031,NGO,11,15,350000.0,All,UG,68538,2026-07-19,https://scholarships.gov.in/scheme/2031,Income Certificate; Aadhaar; Bank Details; Marksheet,Tamil Nadu,0.278
2032,Post Matric Scholarship 2032,State Govt,15,18,800000.0,SC,School,5000,2026-07-15,https://scholarships.gov.in/scheme/2032,Marksheet; Aadhaar,Karnataka,0.024
2033,Pre Matric Scholarship 2033,State Govt,14,23,800000.0,ST,PG,5000,2026-04-26,https://scholarships.gov.in/scheme/2033,Income Certificate; Aadhaar; Marksheet,Maharashtra,0.036
2034,Pre Matric Scholarship 2034,State Govt,12,31,800000.0,All,PG,82567,2026-07-02,https://scholarships.gov.in/scheme/2034,Marksheet; Aadhaar; Income Certificate; Bank Details,Maharashtra,0.335
2035,Rural Development Scholarship 2035,Private Trust,15,26,100000.0,ST,PG,20272,2026-07-28,https://scholarships.gov.in/scheme/2035,Bank Details; Caste Certificate; Income Certificate,Karnataka,0.084
2036,Pre Matric Scholarship 2036,State Govt,16,18,250000.0,SC,School,41476,2026-06-06,https://scholarships.gov.in/scheme/2036,Bank Details; Aadhaar,All India,0.172
2037,Higher Education Scholarship 2037,State Govt,16,20,100000.0,All,UG,94946,2026-06-27,https://scholarships.gov.in/scheme/2037,Marksheet; Income Certificate,Delhi,0.384
2038,Higher Education Scholarship 2038,Private Trust,10,23,500000.0,General,UG,32606,2026-06-07,https://scholarships.gov.in/scheme/2038,Marksheet; Aadhaar,Karnataka,0.136
2039,Higher Education Scholarship 2039,NGO,13,15,250000.0,ST,School,6897,2026-08-16,https://scholarships.gov.in/scheme/2039,Marksheet; Aadhaar,Maharashtra,0.031
2040,Excellence Scholarship 2040,Private Trust,15,23,250000.0,OBC,School,25200,2026-04-28,https://scholarships.gov.in/scheme/2040,Marksheet; Income Certificate; Aadhaar,All India,0.116
2041,Excellence Scholarship 2041,Private Trust,16,22,250000.0,SC,School,60212,2026-06-28,https://scholarships.gov.in/scheme/2041,Aadhaar; Caste Certificate; Income Certificate,Delhi,0.245
2042,Rural Development Scholarship 2042,Central Govt,16,19,350000.0,ST,School,23470,2026-06-19,https://scholarships.gov.in/scheme/2042,Income Certificate; Bank Details; Caste Certificate,All India,0.099
2043,Merit Scholarship 2043,State Govt,10,13,250000.0,SC,PG,67239,2026-07-12,https://scholarships.gov.in/scheme/2043,Income Certificate; Caste Certificate; Aadhaar; Bank Details,Karnataka,0.273
2044,Education Support Scholarship 2044,Private Trust,11,27,350000.0,All,UG,55192,2026-05-17,https://scholarships.gov.in/scheme/2044,Aadhaar; Marksheet,Delhi,0.229
2045,Women Empowerment Scholarship 2045,State Govt,10,34,350000.0,General,School,77080,2026-07-28,https://scholarships.gov.in/scheme/2045,Caste Certificate; Bank Details,Karnataka,0.312
2046,Minority Scholarship 2046,Central Govt,17,22,500000.0,ST,School,21500,2026-05-23,https://scholarships.gov.in/scheme/2046,Bank Details; Income Certificate; Marksheet; Caste Certificate,All India,0.094
2047,Higher Education Scholarship 2047,Central Govt,10,34,,SC,School,102961,2026-04-11,https://scholarships.gov.in/scheme/2047,Caste Certificate; Income Certificate; Marksheet,Tamil Nadu,0.452
2048,Education Support Scholarship 2048,Central Govt,12,16,800000.0,General,PG,5000,2026-05-27,https://scholarships.gov.in/scheme/2048,Caste Certificate; Aadhaar; Income Certificate,All India,0.027
2049,Excellence Scholarship 2049,Private Trust,14,16,500000.0,ST,School,62180,2026-06-20,https://scholarships.gov.in/scheme/2049,Caste Certificate; Income Certificate; Marksheet,Maharashtra,0.254
2050,Pre Matric Scholarship 2050,Central Govt,10,19,500000.0,SC,PG,21782,2026-06-12,https://scholarships.gov.in/scheme/2050,Income Certificate; Caste Certificate; Bank Details; Marksheet,All India,0.093
2051,Excellence Scholarship 2051,State Govt,11,31,500000.0,ST,UG,5000,2026-07-04,https://scholarships.gov.in/scheme/2051,Bank Details; Marksheet,Karnataka,0.024
2052,Rural Development Scholarship 2052,NGO,11,26,,General,UG,30416,2026-04-21,https://scholarships.gov.in/scheme/2052,Income Certificate; Aadhaar; Bank Details,All India,0.142
2053,Merit Scholarship 2053,NGO,12,23,250000.0,General,PG,10888,2026-04-24,https://scholarships.gov.in/scheme/2053,Bank Details; Caste Certificate; Marksheet,Karnataka,0.061
2054,Education Support Scholarship 2054,NGO,16,26,100000.0,All,UG,91826,2026-08-30,https://scholarships.gov.in/scheme/2054,Bank Details; Income Certificate; Marksheet,Delhi,0.37
2055,Merit Scholarship 2055,State Govt,10,27,250000.0,All,PG,66401,2026-08-22,https://scholarships.gov.in/scheme/2055,Aadhaar; Income Certificate; Caste Certificate; Marksheet,All India,0.268
2056,Merit Scholarship 2056,NGO,10,15,100000.0,ST,PG,5000,2026-04-30,https://scholarships.gov.in/scheme/2056,Caste Certificate; Aadhaar; Marksheet; Income Certificate,Delhi,0.034
2057,Higher Education Scholarship 2057,State Govt,17,32,350000.0,ST,PG,29029,2026-08-20,https://scholarships.gov.in/scheme/2057,Income Certificate; Aadhaar; Marksheet,All India,0.119
2058,Education Support Scholarship 2058,Private Trust,15,21,250000.0,General,PG,55128,2026-06-30,https://scholarships.gov.in/scheme/2058,Income Certificate; Marksheet,Tamil Nadu,0.225
2059,Rural Development Scholarship 2059,Central Govt,12,17,500000.0,ST,UG,86071,2026-09-07,https://scholarships.gov.in/scheme/2059,Aadhaar; Bank Details; Income Certificate,All India,0.347
2060,Rural Development Scholarship 2060,Private Trust,17,28,800000.0,SC,PG,67921,2026-08-08,https://scholarships.gov.in/scheme/2060,Aadhaar; Income Certificate; Caste Certificate,Delhi,0.275
2061,Education Support Scholarship 2061,State Govt,14,34,500000.0,General,UG,41729,2026-08-16,https://scholarships.gov.in/scheme/2061,Aadhaar; Marksheet; Income Certificate,Karnataka,0.17
2062,Talent Scholarship 2062,State Govt,15,31,250000.0,General,School,24319,2026-07-03,https://scholarships.gov.in/scheme/2062,Aadhaar; Marksheet; Bank Details; Income Certificate,Karnataka,0.102
2063,Post Matric Scholarship 2063,Central Govt,12,31,100000.0,General,School,57171,2026-09-16,https://scholarships.gov.in/scheme/2063,Marksheet; Caste Certificate; Aadhaar,All India,0.231
2064,Education Support Scholarship 2064,Private Trust,12,27,800000.0,ST,School,14182,2026-04-21,https://scholarships.gov.in/scheme/2064,Caste Certificate; Income Certificate; Bank Details; Marksheet,Karnataka,0.077
2065,Higher Education Scholarship 2065,Private Trust,14,34,500000.0,All,UG,33516,2026-05-16,https://scholarships.gov.in/scheme/2065,Aadhaar; Caste Certificate,Maharashtra,0.143
2066,Education Support Scholarship 2066,Private Trust,16,24,350000.0,ST,PG,9504,2026-05-29,https://scholarships.gov.in/scheme/2066,Bank Details; Aadhaar; Income Certificate; Marksheet,Delhi,0.045
2067,Education Support Scholarship 2067,State Govt,16,20,250000.0,All,UG,6279,2026-08-30,https://scholarships.gov.in/scheme/2067,Caste Certificate; Income Certificate; Marksheet; Bank Details,Karnataka,0.028
2068,Education Support Scholarship 2068,Private Trust,16,23,100000.0,SC,PG,56895,2026-08-12,https://scholarships.gov.in/scheme/2068,Income Certificate; Caste Certificate,Tamil Nadu,0.231
2069,Merit Scholarship 2069,Private Trust,12,24,350000.0,General,School,17018,2026-06-15,https://scholarships.gov.in/scheme/2069,Caste Certificate; Bank Details,All India,0.073
2070,Higher Education Scholarship 2070,Central Govt,14,25,800000.0,ST,PG,26161,2026-05-06,https://scholarships.gov.in/scheme/2070,Aadhaar; Caste Certificate; Income Certificate,Karnataka,0.116
2071,Women Empowerment Scholarship 2071,State Govt,10,29,800000.0,All,UG,7047,2026-08-01,https://scholarships.gov.in/scheme/2071,Aadhaar; Bank Details,Delhi,0.031
2072,Minority Scholarship 2072,Private Trust,14,31,100000.0,ST,PG,21426,2026-04-16,https://scholarships.gov.in/scheme/2072,Aadhaar; Income Certificate; Bank Details,Karnataka,0.112
2073,Education Support Scholarship 2073,NGO,12,16,250000.0,All,School,82275,2026-04-06,https://scholarships.gov.in/scheme/2073,Income Certificate; Aadhaar; Marksheet; Caste Certificate,Tamil Nadu,0.409
2074,Pre Matric Scholarship 2074,Private Trust,10,13,250000.0,SC,PG,25377,2026-07-17,https://scholarships.gov.in/scheme/2074,Caste Certificate; Income Certificate; Bank Details,Maharashtra,0.105
2075,Merit Scholarship 2075,Central Govt,17,22,,ST,UG,48644,2026-05-23,https://scholarships.gov.in/scheme/2075,Marksheet; Bank Details; Income Certificate,All India,0.202
2076,Talent Scholarship 2076,Private Trust,17,21,250000.0,All,PG,54860,2026-08-05,https://scholarships.gov.in/scheme/2076,Aadhaar; Caste Certificate; Marksheet; Income Certificate,Maharashtra,0.223
2077,Talent Scholarship 2077,Private Trust,13,24,500000.0,OBC,UG,25038,2026-04-20,https://scholarships.gov.in/scheme/2077,Bank Details; Marksheet,Karnataka,0.121
2078,Rural Development Scholarship 2078,Central Govt,11,15,800000.0,SC,School,19902,2026-04-30,https://scholarships.gov.in/scheme/2078,Caste Certificate; Bank Details; Marksheet,All India,0.093
2079,Post Matric Scholarship 2079,State Govt,12,28,800000.0,General,PG,61094,2026-07-02,https://scholarships.gov.in/scheme/2079,Marksheet; Income Certificate,All India,0.249
2080,Education Support Scholarship 2080,Central Govt,16,22,500000.0,ST,PG,114952,2026-08-15,https://scholarships.gov.in/scheme/2080,Aadhaar; Bank Details; Income Certificate,Maharashtra,0.463
2081,Rural Development Scholarship 2081,Private Trust,11,15,350000.0,SC,UG,69917,2026-04-29,https://scholarships.gov.in/scheme/2081,Income Certificate; Caste Certificate; Bank Details,All India,0.294
2082,Post Matric Scholarship 2082,State Govt,14,30,500000.0,General,UG,75456,2026-08-14,https://scholarships.gov.in/scheme/2082,Income Certificate; Aadhaar,Delhi,0.305
2083,Post Matric Scholarship 2083,State Govt,14,20,350000.0,ST,PG,36680,2026-08-07,https://scholarships.gov.in/scheme/2083,Bank Details; Caste Certificate; Aadhaar,Tamil Nadu,0.15
2084,Minority Scholarship 2084,State Govt,11,32,350000.0,All,School,26042,2026-09-16,https://scholarships.gov.in/scheme/2084,Marksheet; Caste Certificate,Delhi,0.107
2085,Minority Scholarship 2085,Central Govt,17,28,800000.0,General,UG,28585,2026-07-31,https://scholarships.gov.in/scheme/2085,Caste Certificate; Income Certificate; Bank Details,Tamil Nadu,0.118
2086,Minority Scholarship 2086,NGO,16,29,250000.0,All,School,15496,2026-09-11,https://scholarships.gov.in/scheme/2086,Income Certificate; Caste Certificate; Aadhaar; Bank Details,Tamil Nadu,0.064
2087,Merit Scholarship 2087,NGO,16,27,350000.0,All,School,5000,2026-05-23,https://scholarships.gov.in/scheme/2087,Bank Details; Aadhaar,Karnataka,0.028
2088,Women Empowerment Scholarship 2088,State Govt,16,31,350000.0,ST,School,82738,2026-05-04,https://scholarships.gov.in/scheme/2088,Aadhaar; Income Certificate; Caste Certificate,Tamil Nadu,0.343
2089,Rural Development Scholarship 2089,NGO,14,24,350000.0,OBC,School,9642,2026-07-09,https://scholarships.gov.in/scheme/2089,Bank Details; Caste Certificate,All India,0.043
2090,Education Support Scholarship 2090,Private Trust,10,24,350000.0,ST,PG,53464,2026-07-11,https://scholarships.gov.in/scheme/2090,Marksheet; Bank Details; Aadhaar,All India,0.218
2091,Minority Scholarship 2091,Private Trust,14,24,800000.0,OBC,UG,56171,2026-08-08,https://scholarships.gov.in/scheme/2091,Aadhaar; Bank Details,All India,0.228
2092,Higher Education Scholarship 2092,NGO,11,22,100000.0,OBC,UG,56907,2026-04-18,https://scholarships.gov.in/scheme/2092,Income Certificate; Caste Certificate; Marksheet; Bank Details,All India,0.251
2093,Women Empowerment Scholarship 2093,NGO,14,25,500000.0,General,UG,83038,2026-07-02,https://scholarships.gov.in/scheme/2093,Bank Details; Income Certificate,Delhi,0.336
2094,Education Support Scholarship 2094,Private Trust,14,27,500000.0,All,PG,30463,2026-07-13,https://scholarships.gov.in/scheme/2094,Income Certificate; Aadhaar,Karnataka,0.126
2095,Excellence Scholarship 2095,State Govt,17,24,100000.0,OBC,UG,19429,2026-08-11,https://scholarships.gov.in/scheme/2095,Caste Certificate; Income Certificate; Aadhaar,Tamil Nadu,0.081
2096,Rural Development Scholarship 2096,NGO,16,22,,OBC,UG,64608,2026-04-06,https://scholarships.gov.in/scheme/2096,Bank Details; Caste Certificate; Income Certificate,Delhi,0.338
2097,Education Support Scholarship 2097,Private Trust,15,32,350000.0,ST,UG,48401,2026-09-22,https://scholarships.gov.in/scheme/2097,Bank Details; Aadhaar; Caste Certificate; Income Certificate,Tamil Nadu,0.196
2098,Pre Matric Scholarship 2098,NGO,11,25,800000.0,All,School,5000,2026-06-02,https://scholarships.gov.in/scheme/2098,Income Certificate; Bank Details; Aadhaar,Karnataka,0.026
2099,Education Support Scholarship 2099,Central Govt,12,16,800000.0,OBC,UG,51736,2026-06-07,https://scholarships.gov.in/scheme/2099,Income Certificate; Marksheet; Bank Details; Caste Certificate,Maharashtra,0.213
2100,Higher Education Scholarship 2100,Private Trust,13,21,800000.0,OBC,School,57453,2026-08-09,https://scholarships.gov.in/scheme/2100,Income Certificate; Bank Details,Karnataka,0.233
2101,Pre Matric Scholarship 2101,NGO,15,21,250000.0,All,School,36755,2026-06-06,https://scholarships.gov.in/scheme/2101,Marksheet; Caste Certificate; Income Certificate,Tamil Nadu,0.153
2102,Minority Scholarship 2102,State Govt,15,21,100000.0,General,PG,73363,2026-08-25,https://scholarships.gov.in/scheme/2102,Aadhaar; Bank Details,All India,0.296
2103,Pre Matric Scholarship 2103,NGO,14,25,800000.0,ST,School,34200,2026-06-16,https://scholarships.gov.in/scheme/2103,Caste Certificate; Income Certificate; Marksheet; Aadhaar,Delhi,0.142
2104,Excellence Scholarship 2104,Private Trust,10,29,500000.0,ST,School,84147,2026-06-29,https://scholarships.gov.in/scheme/2104,Income Certificate; Caste Certificate,All India,0.341
2105,Post Matric Scholarship 2105,Private Trust,11,23,250000.0,ST,School,58542,2026-09-14,https://scholarships.gov.in/scheme/2105,Bank Details; Marksheet,Karnataka,0.237
2106,Higher Education Scholarship 2106,Private Trust,15,32,800000.0,SC,School,51525,2026-09-23,https://scholarships.gov.in/scheme/2106,Caste Certificate; Marksheet,Delhi,0.208
2107,Women Empowerment Scholarship 2107,State Govt,11,29,350000.0,OBC,School,21745,2026-05-16,https://scholarships.gov.in/scheme/2107,Aadhaar; Bank Details,Maharashtra,0.096
2108,Merit Scholarship 2108,Private Trust,14,21,100000.0,General,PG,9763,2026-06-03,https://scholarships.gov.in/scheme/2108,Aadhaar; Bank Details,Delhi,0.045
2109,Rural Development Scholarship 2109,Central Govt,10,27,500000.0,SC,School,31901,2026-08-15,https://scholarships.gov.in/scheme/2109,Marksheet; Bank Details; Aadhaar,All India,0.131
2110,Post Matric Scholarship 2110,Private Trust,13,20,500000.0,OBC,UG,5000,2026-09-21,https://scholarships.gov.in/scheme/2110,Aadhaar; Marksheet,All India,0.022
2111,Merit Scholarship 2111,State Govt,15,23,500000.0,ST,UG,5000,2026-07-13,https://scholarships.gov.in/scheme/2111,Aadhaar; Marksheet; Bank Details,Maharashtra,0.024
2112,Excellence Scholarship 2112,Private Trust,15,18,100000.0,General,UG,5000,2026-05-17,https://scholarships.gov.in/scheme/2112,Marksheet; Income Certificate; Caste Certificate; Bank Details,Maharashtra,0.029
2113,Pre Matric Scholarship 2113,Central Govt,12,16,500000.0,All,School,26320,2026-06-21,https://scholarships.gov.in/scheme/2113,Bank Details; Caste Certificate,Maharashtra,0.11
2114,Excellence Scholarship 2114,State Govt,17,21,250000.0,ST,PG,10858,2026-07-01,https://scholarships.gov.in/scheme/2114,Caste Certificate; Bank Details,Karnataka,0.048
2115,Higher Education Scholarship 2115,NGO,15,28,800000.0,General,School,8385,2026-07-22,https://scholarships.gov.in/scheme/2115,Caste Certificate; Aadhaar; Bank Details; Marksheet,Delhi,0.037
2116,Higher Education Scholarship 2116,Central Govt,15,23,500000.0,OBC,PG,70792,2026-07-23,https://scholarships.gov.in/scheme/2116,Marksheet; Caste Certificate; Aadhaar,All India,0.287
2117,Higher Education Scholarship 2117,State Govt,17,21,350000.0,All,PG,18356,2026-07-26,https://scholarships.gov.in/scheme/2117,Marksheet; Aadhaar; Income Certificate; Caste Certificate,Karnataka,0.077
2118,Pre Matric Scholarship 2118,NGO,13,20,350000.0,General,UG,56429,2026-09-20,https://scholarships.gov.in/scheme/2118,Income Certificate; Bank Details; Marksheet; Aadhaar,All India,0.228
2119,Excellence Scholarship 2119,State Govt,14,31,250000.0,General,School,39961,2026-09-22,https://scholarships.gov.in/scheme/2119,Marksheet; Bank Details; Aadhaar; Income Certificate,Tamil Nadu,0.162
2120,Pre Matric Scholarship 2120,State Govt,14,29,350000.0,OBC,PG,58028,2026-09-09,https://scholarships.gov.in/scheme/2120,Aadhaar; Bank Details; Marksheet,Tamil Nadu,0.235
2121,Excellence Scholarship 2121,Central Govt,16,22,800000.0,ST,UG,41830,2026-05-13,https://scholarships.gov.in/scheme/2121,Aadhaar; Caste Certificate; Income Certificate; Marksheet,Tamil Nadu,0.177
2122,Pre Matric Scholarship 2122,Private Trust,10,15,500000.0,OBC,UG,5000,2026-05-19,https://scholarships.gov.in/scheme/2122,Caste Certificate; Income Certificate; Bank Details; Marksheet,Karnataka,0.028
2123,Minority Scholarship 2123,NGO,12,33,800000.0,SC,UG,29973,2026-07-21,https://scholarships.gov.in/scheme/2123,Income Certificate; Caste Certificate,Tamil Nadu,0.123
